"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","교과프로그램수","교과수강학생수","특기적성프로그램수","특기적성수강학생수","프로그램수(계)","수강학생수(계)","방과후학교참여학생수","초등돌봄교실 오후돌봄운영교실수","초등돌봄교실 오후돌봄참여학생수","초등돌봄교실 저녁돌봄운영교실수","초등돌봄교실 저녁돌봄참여학생수","초등돌봄교실방과후학교 연계형돌봄운영교실수","초등돌봄교실방과후학교 연계형돌봄참여학생수","초등돌봄참여학생중 특수교육대상학생수","특수학교종일반 학급수","특수학교종일반 참여학생수","방과후학교 수익자부담금액","방과후학교 수익자부담외지원금액","초등돌봄교실 수익자부담금액","초등돌봄교실 수익자부담외지원금액"
"서울특별시교육청","교육부","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","4","51","8","112","12","163","163","1","20","1","9","0","0","0","0","0","102238430","1166550","3364500","46600000"
"서울특별시교육청","교육부","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","25","255","27","303","52","558","301","0","0","0","0","0","0","0","0","0","208104600","2114310","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","6","62","38","484","44","546","257","2","50","0","0","0","0","0","0","0","125543360","16095880","0","28140000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","10","126","42","601","52","727","359","4","68","0","0","1","18","0","0","0","93595610","14695000","0","137405840"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","7","133","13","386","20","519","175","4","62","1","1","0","0","0","0","0","51731210","14652690","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","15","364","35","875","50","1239","1239","20","50","1","4","0","0","0","0","0","419600495","29265663","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","6","211","28","1146","34","1357","942","1","28","0","0","1","17","0","0","0","27958000","1568000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","1","39","33","405","34","444","444","4","115","1","3","0","0","0","0","0","239158080","0","9385000","134317850"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","9","219","19","377","28","596","327","4","70","1","1","0","0","0","0","0","66941200","19625710","31266000","5686000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","2","24","12","234","14","258","150","3","69","0","0","0","0","0","0","0","23237700","8300000","7115000","142058000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","2","27","6","79","8","106","54","2","22","0","0","0","0","0","0","0","6009150","3098850","0","73384630"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","10","175","2","25","12","200","142","1","25","0","0","0","0","0","0","0","44853170","2761110","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","4","114","67","734","71","848","378","2","50","0","0","1","73","1","0","0","237895820","25352930","93019910","8605000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","22","254","59","699","81","953","496","4","92","1","15","1","26","0","0","0","506128390","44485070","15030000","510000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","13","469","25","614","38","1083","929","2","50","1","2","1","19","0","0","0","177367390","9545960","0","36775090"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","26","317","77","1108","103","1425","626","3","51","1","1","1","52","0","0","0","90521960","10368000","18878000","150297000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000754","서울반포초등학교","02","공립","N","","1","5","2","11","3","16","16","1","2","0","0","0","0","0","0","0","38584500","9526480","0","68044630"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","14","410","20","634","34","1044","493","3","75","1","7","2","92","1","0","0","332529580","7843500","10695000","40275000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","21","182","16","137","37","319","198","3","80","1","7","2","37","0","0","0","166491000","18600000","0","46816000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","11","77","20","180","31","257","127","1","16","1","2","1","23","0","0","0","18718180","3924180","0","59082000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","12","181","45","512","57","693","279","1","25","0","0","1","21","0","0","0","85994950","18340710","0","66959070"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","2","50","23","538","25","588","288","2","40","1","5","1","17","0","0","0","133475550","14663370","2599500","276000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","18","130","18","137","36","267","181","2","56","1","2","1","23","0","0","0","136278150","7809200","4315000","98991000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","18","230","72","908","90","1138","648","5","130","1","6","0","0","0","0","0","238402400","0","0","35000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","0","0","16","506","16","506","408","3","84","1","3","2","58","0","0","0","0","0","12120000","33438510"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","8","87","22","287","30","374","304","3","62","1","3","1","34","0","0","0","26131000","7294000","0","9790940"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","9","70","57","873","66","943","482","2","50","1","3","1","25","0","0","0","255302280","8843700","0","24231380"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","7","90","11","103","18","193","103","2","36","0","0","0","0","4","0","0","9354250","2949000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","2","13","53","595","55","608","302","2","40","0","0","1","6","0","0","0","62249330","6238030","0","27000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","4","84","21","365","25","449","449","4","108","1","2","0","0","0","0","0","211777490","1399300","0","51309000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","10","90","33","279","43","369","266","2","50","0","0","1","8","0","0","0","173965470","11073400","0","93327890"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","0","0","25","192","25","192","75","1","19","0","0","0","0","0","0","0","27640800","493600","845000","54187700"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","25","261","60","780","85","1041","567","4","79","1","7","1","24","0","0","0","234132420","14903130","4305000","144728130"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","2","60","19","414","21","474","280","2","50","0","0","1","22","0","0","0","32162250","9000000","0","18000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","7","207","31","556","38","763","763","6","129","0","0","1","32","0","0","0","386759800","30531470","16745000","362818060"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","10","64","71","959","81","1023","582","4","73","1","2","1","11","0","0","0","52838580","3200000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","0","0","149","1897","149","1897","902","7","170","1","10","1","24","1","0","0","344208890","15857260","27314000","326200"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","7","182","10","236","17","418","418","3","71","1","6","1","15","0","0","0","52222550","8225540","34072500","5030500"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","0","0","17","356","17","356","182","3","59","0","0","0","0","0","0","0","0","0","0","28370700"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","20","239","72","853","92","1092","498","3","75","1","5","1","43","0","0","0","86550630","9346020","0","37000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","5","122","11","234","16","356","173","1","16","1","1","2","30","2","0","0","0","8000000","4690000","73131900"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","20","236","63","1041","83","1277","777","3","60","0","0","1","20","0","0","0","247649350","16780000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","8","109","5","32","13","141","128","2","44","1","1","1","24","0","0","0","463993720","1035530","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","7","76","24","306","31","382","211","3","68","0","0","1","9","0","0","0","122518750","14623490","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","0","0","47","663","47","663","339","2","42","0","0","2","34","0","0","0","43720550","5453550","0","86769080"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","12","432","26","1057","38","1489","806","4","85","1","2","0","0","0","0","0","281483400","13788080","0","107290420"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","3","73","45","602","48","675","287","1","25","0","0","0","0","0","0","0","65019600","15025450","0","13000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","8","77","0","0","8","77","77","4","78","1","6","1","19","1","0","0","63746920","594560","0","21256000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","4","42","10","215","14","257","257","3","69","1","2","1","15","0","0","0","61576860","9965120","0","35453000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","2","15","58","609","60","624","361","4","87","0","0","1","39","0","0","0","198084150","7386210","6435000","61530890"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","33","374","58","809","91","1183","605","2","37","0","0","1","18","0","0","0","499065380","12414630","0","35894920"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","13","193","44","618","57","811","418","2","32","0","0","0","0","0","0","0","241100520","9000000","8700000","12856000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","3","99","33","756","36","855","490","3","65","0","0","0","0","0","0","0","358661280","5981400","13320000","414000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","13","217","18","306","31","523","356","3","59","0","0","0","0","0","0","0","54937750","738000","10486000","275000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","4","69","1","23","5","92","92","4","79","1","4","0","0","0","0","0","10912000","5521000","6102000","1678500"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","7","175","22","503","29","678","678","3","63","0","0","0","0","0","0","0","209866320","32474350","0","139828100"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","17","175","40","436","57","611","311","4","89","1","2","1","20","0","0","0","149682740","40480570","34229400","8660200"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","7","73","12","211","19","284","284","3","54","1","9","3","41","0","0","0","173625430","38675240","13286200","2894700"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","3","30","13","242","16","272","185","2","43","0","0","0","0","0","0","0","45546080","10581100","0","74205620"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","1","7","2","14","3","21","20","5","124","1","7","0","0","0","0","0","45659550","4063800","13835000","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","16","230","62","1084","78","1314","735","3","93","1","20","4","93","0","0","0","320138850","11736700","24160000","167405000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","15","126","41","542","56","668","374","4","100","1","3","1","14","0","0","0","134732270","42434560","0","143080000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","1","12","10","230","11","242","137","2","36","0","0","0","0","36","0","0","37522863","19417405","5926500","17354000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","27","316","39","467","66","783","538","4","100","0","0","2","22","0","0","0","191186260","8567870","14260000","540000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","1","13","2","7","3","20","20","3","42","1","6","1","20","1","0","0","6834000","3158000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","17","800","9","130","26","930","930","4","100","0","0","2","45","0","0","0","118280","0","7000","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","18","229","40","568","58","797","422","3","70","0","0","0","0","0","0","0","102294500","19220000","8385000","34900000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","17","198","34","488","51","686","351","5","117","0","0","0","0","0","0","0","59508500","13396090","33260000","171179160"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","19","233","52","835","71","1068","1068","5","102","0","0","1","81","0","0","0","319979230","5900020","13960000","65984000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","4","102","14","281","18","383","204","3","67","1","10","0","0","0","0","0","53503920","17221420","13524850","99917920"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","13","142","48","568","61","710","369","3","35","1","2","0","0","0","0","0","351129950","0","0","28578750"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","0","0","0","0","0","0","0","3","64","1","1","0","0","0","0","0","40250950","9524700","0","101986910"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","1","57","22","363","23","420","420","3","75","1","2","0","0","0","0","0","145027480","28510130","27630000","89411280"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","13","109","43","483","56","592","309","3","63","1","6","1","14","0","0","0","14866550","14688800","11600000","121959960"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","3","81","5","133","8","214","110","2","31","0","0","0","0","0","0","0","32030000","8231500","3730000","72531090"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","8","215","22","564","30","779","389","4","88","0","0","0","0","1","0","0","0","0","8455000","43190380"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","17","154","29","318","46","472","251","3","59","1","3","1","15","0","0","0","78301500","13818490","33699000","110324620"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","3","21","7","37","10","58","58","4","80","1","2","0","0","0","0","0","51483280","10109000","12364500","44000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","13","156","52","518","65","674","353","4","100","1","6","0","0","2","0","0","286733499","18055772","11540000","137767490"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","8","245","20","725","28","970","519","5","108","0","0","1","10","0","0","0","128970770","26019940","0","216719965"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","4","98","31","639","35","737","321","2","45","0","0","1","17","0","0","0","225165360","15144000","10620500","24124670"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","16","127","48","467","64","594","351","2","32","1","2","0","0","0","0","0","166237720","8922620","7745000","82636880"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","13","111","37","444","50","555","317","4","76","1","10","0","0","0","0","0","67699000","20513000","24360000","5109000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","23","273","30","410","53","683","339","3","54","0","0","0","0","0","0","0","105316600","18844520","25991000","43780300"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","9","61","38","376","47","437","277","3","54","0","0","1","20","0","0","0","96924960","16777100","0","124067360"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","5","144","21","614","26","758","322","4","102","0","0","0","0","2","0","0","171109443","9000000","20487000","137296320"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","13","123","34","313","47","436","234","2","36","1","3","1","15","1","0","0","166279250","11178030","0","85871970"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","5","102","6","121","11","223","223","2","47","0","0","0","0","0","0","0","5725200","0","2980000","430000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","2","20","42","481","44","501","264","4","80","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","15","59","12","431","27","490","303","3","75","1","7","0","0","1","0","0","149444000","16550000","4200000","175000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","3","85","52","428","55","513","513","2","43","1","5","0","0","0","0","0","136260690","0","13885000","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","8","230","15","524","23","754","396","3","63","1","2","1","18","0","0","0","318909290","2634500","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","20","219","58","701","78","920","526","2","22","1","1","1","15","0","0","0","229034000","6613420","0","26247000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","2","29","33","502","35","531","531","3","60","1","1","0","0","0","0","0","281541110","566350","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","27","454","76","1250","103","1704","0","6","133","0","0","1","36","2","0","0","372068040","11538100","8498000","309718720"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","10","146","19","293","29","439","439","4","78","1","4","1","13","0","0","0","193813140","11235600","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","17","267","15","285","32","552","552","4","82","1","2","1","100","0","0","0","92460240","10000000","11232000","15011000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","19","227","46","478","65","705","705","4","96","1","3","1","35","0","0","0","165681850","32183720","30127000","63507900"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","2","39","8","89","10","128","103","2","32","0","0","1","15","0","0","0","9373250","3334000","0","85534320"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","3","37","18","406","21","443","325","4","78","0","0","0","0","1","0","0","29974200","29400000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","12","119","42","474","54","593","306","4","81","1","4","1","25","1","0","0","244382280","20949610","0","44331000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","2","36","17","180","19","216","108","2","29","0","0","0","0","0","0","0","10013110","15248630","12712000","91425050"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","2","49","13","140","15","189","189","3","43","0","0","0","0","0","0","0","122384848","13855007","2410000","105000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","0","0","0","0","0","0","0","2","27","1","2","0","0","1","0","0","6746150","8000000","0","74290430"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","17","186","30","347","47","533","320","4","80","1","3","2","26","1","0","0","157281100","54663120","0","160541430"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","4","54","18","334","22","388","219","3","63","0","0","0","0","0","0","0","38431540","323820","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","7","50","20","227","27","277","132","2","44","0","0","0","0","1","0","0","63026470","28166000","5270000","23850000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","0","0","32","611","32","611","395","2","45","0","0","1","12","0","0","0","200340510","12833610","0","43000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","21","183","46","632","67","815","544","3","66","1","5","0","0","0","0","0","346530900","38501360","11520000","31469000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","13","166","29","421","42","587","371","3","50","0","0","0","0","0","0","0","33296350","13706400","9480000","140442200"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","7","49","33","302","40","351","238","3","67","0","0","1","20","0","0","0","22763000","8508000","8946000","58018500"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","4","47","4","40","8","87","47","1","15","1","1","0","0","0","0","0","19663790","9663750","940000","15407000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5705000","19999880"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","3","82","23","567","26","649","394","4","98","0","0","1","24","2","0","0","209513790","13693860","11450000","31982220"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","28","325","60","1127","88","1452","871","7","153","1","21","0","0","0","0","0","537311940","59769840","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","11","353","26","714","37","1067","628","5","127","1","8","2","50","0","0","0","317071440","42025710","24140000","2040000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","10","143","26","289","36","432","255","3","59","1","1","2","20","0","0","0","73315790","5962610","10015000","121341000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","15","231","29","446","44","677","539","4","77","1","1","1","18","0","0","0","55741850","7456490","8460000","52053190"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","3","58","5","64","8","122","70","1","20","0","0","0","0","0","0","0","23457850","9426070","995000","295000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","6","91","9","166","15","257","257","2","26","0","0","1","13","0","0","0","27760000","7105000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","3","28","9","151","12","179","90","1","24","1","1","1","8","0","0","0","45203720","3000000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","4","30","11","87","15","117","69","2","28","0","0","0","0","1","0","0","25426500","12165500","1395000","1530000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","5","66","24","310","29","376","276","3","73","0","0","1","9","0","0","0","36469110","15607930","103980805","8935000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","7","115","24","389","31","504","472","4","71","0","0","0","0","0","0","0","132237140","8958540","8755000","43210000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","4","40","67","1000","71","1040","636","4","106","0","0","1","25","0","0","0","32852920","2644800","21440000","57575000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","5","85","21","340","26","425","280","2","37","0","0","0","0","0","0","0","19418500","0","3755000","21287220"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","19","213","47","708","66","921","495","4","71","1","4","1","25","1","0","0","59889240","9715770","11020000","150202270"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","20","448","30","170","50","618","375","2","50","0","0","2","43","0","0","0","116398980","22041330","4290000","114930720"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","1","20","17","187","18","207","207","3","67","0","0","0","0","0","0","0","14464620","9000000","21946240","33271000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","6","54","22","280","28","334","334","2","31","0","0","0","0","0","0","0","84121880","23579010","0","17806000"
