"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","교과프로그램수","교과수강학생수","특기적성프로그램수","특기적성수강학생수","프로그램수(계)","수강학생수(계)","방과후학교참여학생수","초등돌봄교실 오후돌봄운영교실수","초등돌봄교실 오후돌봄참여학생수","초등돌봄교실 저녁돌봄운영교실수","초등돌봄교실 저녁돌봄참여학생수","초등돌봄교실방과후학교 연계형돌봄운영교실수","초등돌봄교실방과후학교 연계형돌봄참여학생수","초등돌봄참여학생중 특수교육대상학생수","특수학교종일반 학급수","특수학교종일반 참여학생수","방과후학교 수익자부담금액","방과후학교 수익자부담외지원금액","초등돌봄교실 수익자부담금액","초등돌봄교실 수익자부담외지원금액"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000486","인천석암초등학교","02","공립","N","","1","38","16","226","17","264","264","3","60","3","5","1","6","1","0","0","38650400","0","0","60000000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000487","인천송림초등학교","02","공립","N","","7","48","6","71","13","119","86","2","39","0","0","1","7","1","0","0","30206600","1367200","0","88805880"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000488","인천송월초등학교","02","공립","N","","0","0","10","168","10","168","105","2","31","0","0","1","3","4","0","0","29191760","11490070","10382000","44200000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000489","인천송현초등학교","02","공립","N","","4","58","15","186","19","244","177","3","63","0","0","1","25","0","0","0","7003980","2096650","12202000","176520220"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000490","인천숭의초등학교","02","공립","N","","12","153","16","215","28","368","368","3","75","0","0","1","17","0","0","0","36800000","25000000","0","34310000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000491","인천승학초등학교","02","공립","N","","9","100","22","220","31","320","182","2","44","0","0","2","36","3","0","0","64537580","9104150","0","134528440"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000492","인천신광초등학교","02","공립","N","","2","45","10","207","12","252","153","3","51","0","0","1","11","1","0","0","40905040","15851000","0","68400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000493","인천신선초등학교","02","공립","N","","0","0","19","250","19","250","148","2","38","0","0","1","20","0","0","0","35391380","7025380","11474000","48400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000494","인천신흥초등학교","02","공립","N","","0","0","24","273","24","273","166","2","37","0","0","1","23","0","0","0","54419350","15663200","9897500","48400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000496","인천연안초등학교","02","공립","N","","0","0","16","172","16","172","89","2","37","0","0","1","6","0","0","0","15674620","2954740","0","48400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000497","인천영종초등학교","02","공립","N","","30","316","138","2427","168","2743","1212","6","112","6","37","1","9","2","0","0","258744230","30363900","28759640","331165250"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000500","인천용유초등학교","02","공립","N","","1","46","2","36","3","82","28","1","21","0","0","1","25","0","0","0","8376000","1638000","3594000","272000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000502","인천용일초등학교","02","공립","N","","16","48","28","205","44","253","164","3","53","0","0","1","7","5","0","0","78446450","32004270","0","88085000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000503","인천용정초등학교","02","공립","N","","0","0","9","147","9","147","58","2","25","0","0","1","10","0","0","0","13885560","16683570","0","47030000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000504","인천용현남초등학교","02","공립","N","","5","51","32","431","37","482","295","3","75","0","0","1","29","3","0","0","25223750","4949000","22138000","70397970"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000506","인천용현초등학교","02","공립","N","","2","82","14","390","16","472","472","3","72","0","0","1","109","3","0","0","69360720","0","23808000","0"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000507","인천운서초등학교","02","공립","N","","3","49","22","376","25","425","182","3","74","0","0","1","91","0","0","0","56148000","6832760","0","4000000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000509","인천인주초등학교","02","공립","N","","8","55","27","271","35","326","204","4","86","0","0","1","16","1","0","0","0","0","0","217659160"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000510","인천주안남초등학교","02","공립","N","","2","69","10","301","12","370","370","3","52","0","0","2","19","0","0","0","94271480","23718850","0","0"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000511","인천주안북초등학교","02","공립","N","","3","39","10","194","13","233","151","2","48","0","0","1","9","2","0","0","47873970","18993400","0","48400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000512","인천주안초등학교","02","공립","N","","2","32","9","179","11","211","92","2","34","0","0","0","0","0","0","0","10580300","5116600","0","40000000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000513","인천창영초등학교","02","공립","N","","0","0","9","85","9","85","58","1","15","0","0","1","2","1","0","0","13223000","7073320","1556000","23400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000515","인천연학초등학교","02","공립","N","","2","27","6","96","8","123","69","2","35","2","4","1","22","1","0","0","32816080","10789080","0","48887600"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000516","인천학익초등학교","02","공립","N","","0","0","0","0","0","0","0","3","53","0","0","0","0","0","0","0","0","0","19200000","2000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000639","상인천초등학교","02","공립","N","","6","52","26","186","32","238","144","3","61","3","11","1","18","0","0","0","14122000","6732000","0","68400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000641","인천간석초등학교","02","공립","N","","8","75","27","238","35","313","210","2","44","0","0","1","29","1","0","0","59992410","26921830","9142000","3938000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000642","인천구월서초등학교","02","공립","N","","11","123","21","325","32","448","282","3","75","1","1","1","33","2","0","0","95076000","24026890","21734000","2176000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000643","인천구월초등학교","02","공립","N","","7","64","23","197","30","261","166","2","40","0","0","1","20","2","0","0","39092340","35112830","0","40000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000644","인천남동초등학교","02","공립","N","","2","22","21","178","23","200","179","2","36","0","0","1","13","0","0","0","39252170","19437000","7664400","48400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000645","인천남촌초등학교","02","공립","N","","0","0","0","0","0","0","0","2","28","0","0","1","9","0","0","0","33668000","14929760","6172000","48400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000646","인천논곡초등학교","02","공립","N","","0","0","36","401","36","401","273","3","62","0","0","2","90","1","0","0","117120320","13188860","9598000","63200000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000647","인천논현초등학교","02","공립","N","","8","95","27","399","35","494","286","3","56","0","0","1","4","0","0","0","174358660","3450990","0","53400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000648","인천능허대초등학교","02","공립","N","","0","0","22","292","22","292","188","4","80","0","0","1","20","1","0","0","0","0","16396500","80000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000649","인천담방초등학교","02","공립","N","","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","0","16688250","2233250","2800000","560000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000650","인천도림초등학교","02","공립","N","","3","59","17","132","20","191","191","3","52","3","52","1","9","0","0","0","35367160","8569550","0","67200000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000651","인천동막초등학교","02","공립","N","","1","13","13","237","14","250","250","2","31","0","0","1","11","0","0","0","11670070","4852810","0","48400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000652","인천동부초등학교","02","공립","N","","0","0","25","158","25","158","114","3","70","0","0","1","7","0","0","0","50415800","18286140","0","165222040"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000653","인천동춘초등학교","02","공립","N","","3","71","14","241","17","312","218","3","62","1","2","1","19","2","0","0","0","0","0","60000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000654","인천만수북초등학교","02","공립","N","","20","132","21","177","41","309","178","2","50","0","0","1","20","0","0","0","0","0","0","48400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000655","인천만수초등학교","02","공립","N","","3","30","4","86","7","116","116","1","23","0","0","1","16","0","0","0","23119360","0","0","31360000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000656","인천만월초등학교","02","공립","N","","9","110","52","602","61","712","433","5","109","0","0","1","15","1","0","0","116531370","9650400","0","253851200"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000657","인천문남초등학교","02","공립","N","","6","71","21","251","27","322","235","2","23","0","0","1","11","0","0","0","68467750","19010250","0","48398270"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000658","인천박문초등학교","02","사립","N","","3","72","23","253","26","325","182","2","32","0","0","1","6","0","0","0","14172910","0","21789490","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000659","인천석정초등학교","02","공립","N","","8","143","12","350","20","493","245","4","80","3","3","1","10","1","0","0","23034740","3409240","0","217543390"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000660","인천석천초등학교","02","공립","N","","2","20","20","809","22","829","499","5","120","0","0","1","50","0","0","0","72058000","16993000","0","123448000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000661","인천선학초등학교","02","공립","N","","2","56","13","371","15","427","225","2","40","0","0","1","9","0","0","0","33144050","607489","0","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000663","인천성리초등학교","02","공립","N","","11","124","28","252","39","376","248","3","68","3","10","1","52","1","0","0","34539600","17616600","0","161800000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000664","인천소래초등학교","02","공립","N","","7","67","17","198","24","265","265","3","63","0","0","1","8","0","0","0","30339740","5033440","0","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000665","인천송도초등학교","02","공립","N","","5","30","17","158","22","188","108","2","21","0","0","2","45","2","0","0","38204260","31282950","0","46400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000666","인천약산초등학교","02","공립","N","","3","24","25","356","28","380","239","2","46","0","0","1","19","0","0","0","15599830","8601000","0","130778370"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000667","인천연성초등학교","02","공립","N","","4","57","33","460","37","517","323","3","75","0","0","1","27","0","0","0","102346120","5392970","0","169563170"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000668","인천연수초등학교","02","공립","N","","9","84","20","218","29","302","183","2","42","0","0","1","22","0","0","0","13880000","0","0","23601000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000669","인천연화초등학교","02","공립","N","","4","100","13","224","17","324","205","3","41","0","0","1","6","0","0","0","16058000","4003610","0","60000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000670","인천옥련초등학교","02","공립","N","","4","72","10","128","14","200","130","3","72","0","0","1","16","0","0","0","46907040","10500600","0","60380000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000671","인천인동초등학교","02","공립","N","","4","87","20","550","24","637","567","2","50","0","0","1","11","0","0","0","49655000","4287500","0","12353070"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000673","인천인수초등학교","02","공립","N","","4","147","7","72","11","219","140","2","37","2","2","0","0","1","0","0","39387510","13455750","5972000","40000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000674","인천장수초등학교","02","공립","N","","2","21","4","42","6","63","55","1","17","0","0","1","3","0","0","0","23164660","12905130","0","12500000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000675","인천조동초등학교","02","공립","N","","2","38","9","196","11","234","197","2","38","0","0","1","8","0","0","0","16320220","5375670","0","48357780"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000676","인천주원초등학교","02","공립","N","","3","57","9","160","12","217","113","2","25","0","0","1","8","0","0","0","20159500","14030500","0","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000677","인천중앙초등학교","02","공립","N","","0","0","12","114","12","114","114","2","48","0","0","1","13","1","0","0","53348010","12810330","10930500","104315000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000678","인천청량초등학교","02","공립","N","","0","0","30","369","30","369","245","2","51","0","0","1","25","2","0","0","28790590","2055250","0","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000679","인천청학초등학교","02","공립","N","","3","51","5","70","8","121","115","2","49","0","0","1","9","1","0","0","0","0","5055000","726000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000680","인천함박초등학교","02","공립","N","","15","131","16","136","31","267","154","2","37","0","0","1","19","3","0","0","21688790","21636310","2512500","1099500"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000802","인천가림초등학교","02","공립","N","","2","61","10","131","12","192","135","2","30","0","0","1","3","0","0","0","24301810","11566470","3969000","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000803","인천가석초등학교","02","공립","N","","0","0","0","0","0","0","0","3","35","0","0","0","0","1","0","0","0","0","0","14880000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000804","인천가정초등학교","02","공립","N","","2","24","31","362","33","386","263","4","97","0","0","1","18","0","0","0","84033440","6911960","9094000","68090700"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000805","인천가좌초등학교","02","공립","N","","3","15","17","209","20","224","149","2","27","0","0","0","0","27","0","0","23096820","5901920","5535000","41132500"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000806","인천가현초등학교","02","공립","N","","0","0","39","730","39","730","475","6","150","0","0","1","25","2","0","0","20276520","4295880","27654840","281582020"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000807","인천갈산초등학교","02","공립","N","","8","35","18","177","26","212","111","2","37","0","0","1","19","2","0","0","41313030","12036510","0","48400000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000808","인천갈월초등학교","02","공립","N","","4","110","9","261","13","371","214","2","48","0","0","1","26","0","0","0","28787000","4217920","0","0"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000809","인천개흥초등학교","02","공립","N","","3","15","23","232","26","247","141","2","38","0","0","1","14","1","0","0","41515250","8563245","0","33400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000810","인천건지초등학교","02","공립","N","","2","57","9","114","11","171","105","1","13","0","0","1","15","1","0","0","30990690","17124870","4021500","830000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000811","인천검단초등학교","02","공립","N","","1","29","7","370","8","399","399","2","46","2","3","1","20","1","0","0","0","0","11750000","1536000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000812","인천계산초등학교","02","공립","N","","2","23","9","134","11","157","97","1","11","0","0","1","10","0","0","0","0","0","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000813","인천계양초등학교","02","공립","N","","7","107","19","304","26","411","229","3","54","0","0","1","12","0","0","0","93823620","7240440","13690000","238443990"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000815","인천구산초등학교","02","공립","N","","4","44","9","241","13","285","285","2","43","1","2","0","0","0","0","0","55790050","8881190","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000816","인천금곡초등학교","02","공립","N","","2","44","15","118","17","162","113","2","32","0","0","0","0","0","0","0","41260600","7796980","0","111174270"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000817","인천길주초등학교","02","공립","N","","3","58","11","174","14","232","121","3","62","0","0","0","0","1","0","0","71885420","153723040","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000818","인천단봉초등학교","02","공립","N","","16","201","34","425","50","626","373","4","82","1","2","1","5","0","0","0","136086000","11669040","0","80000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000819","인천당하초등학교","02","공립","N","","6","81","27","419","33","500","305","4","87","0","10","1","12","1","0","0","0","0","0","0"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000820","인천대정초등학교","02","공립","N","","6","37","33","406","39","443","269","3","41","0","0","1","15","0","0","0","9719470","131301310","0","177532000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000821","인천동수초등학교","02","공립","N","","4","99","12","334","16","433","258","3","63","0","0","1","51","0","0","0","109102520","23955750","0","165295000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000822","인천동암초등학교","02","공립","N","","7","16","22","103","29","119","91","1","23","0","0","1","21","0","0","0","17494790","13385050","0","64533810"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000823","인천마곡초등학교","02","공립","N","","0","0","0","0","0","0","0","1","8","0","0","1","14","3","0","0","0","0","0","0"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000824","인천마장초등학교","02","공립","N","","2","11","36","371","38","382","226","3","72","0","0","0","0","0","0","0","60747700","2447100","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000825","인천마전초등학교","02","공립","N","","7","54","35","392","42","446","396","2","46","0","0","1","17","0","0","0","147923450","58615000","19340000","123613000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000826","인천명현초등학교","02","공립","N","","0","0","7","157","7","157","157","1","20","0","0","1","5","1","0","0","33223720","13559940","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000827","인천목향초등학교","02","공립","N","","9","55","38","362","47","417","239","2","50","0","0","2","41","2","0","0","154078850","20888580","0","71216370"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000828","인천미산초등학교","02","공립","N","","0","0","21","172","21","172","109","1","18","0","0","1","8","0","0","0","42096450","5052770","0","59874050"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000829","인천백석초등학교","02","공립","N","","0","0","0","0","0","0","0","4","97","4","15","1","7","0","0","0","0","0","28350000","88690870"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000830","인천백운초등학교","02","공립","N","","20","136","32","328","52","464","262","2","39","0","0","1","15","1","0","0","157906710","17232250","0","126047520"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000831","인천병방초등학교","02","공립","N","","0","0","13","175","13","175","175","2","40","0","0","1","15","0","0","0","0","0","9989200","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000832","인천봉수초등학교","02","공립","N","","8","41","11","88","19","129","94","1","21","0","0","1","20","0","0","0","28845920","0","0","0"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000833","인천부개서초등학교","02","공립","N","","3","41","34","423","37","464","293","2","40","0","0","1","4","0","0","0","84300571","18304540","0","100386140"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000834","인천부개초등학교","02","공립","N","","3","39","18","188","21","227","227","2","32","0","0","2","57","3","0","0","45171810","12200880","0","40000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000835","인천부곡초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","0","0","0","0","0","0","0","13555760","338000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000836","인천부광초등학교","02","공립","N","","1","17","11","238","12","255","147","2","38","0","0","1","20","0","0","0","67372230","29507190","10956000","4840000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000837","인천부내초등학교","02","공립","N","","12","70","35","304","47","374","374","2","50","0","0","1","20","0","0","0","105912070","9943140","0","0"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000838","인천부마초등학교","02","공립","N","","4","106","10","311","14","417","264","2","46","0","0","0","0","0","0","0","20229000","15386400","0","40000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000839","인천부원초등학교","02","공립","N","","16","138","34","346","50","484","308","3","62","3","4","1","16","1","0","0","158127390","19620000","0","206787530"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000840","인천부일초등학교","02","공립","N","","0","0","0","0","0","0","0","2","44","0","0","0","0","0","0","0","43402110","4229850","4758000","43463600"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000841","인천부평남초등학교","02","공립","N","","0","0","0","0","0","0","0","3","55","0","0","0","0","0","0","0","4063200","2925480","0","0"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000842","인천부평동초등학교","02","공립","N","","11","145","30","418","41","563","421","2","40","0","0","1","10","0","0","0","75171910","32972420","0","104245040"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000843","인천부평북초등학교","02","공립","N","","0","0","18","188","18","188","129","2","40","0","0","1","17","0","0","0","0","0","0","44636970"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000844","인천부평서초등학교","02","공립","N","","0","0","16","589","16","589","316","2","39","0","0","0","0","0","0","0","11624130","2206830","0","99074870"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000845","인천부평초등학교","02","공립","N","","9","49","12","68","21","117","80","2","22","0","0","1","12","1","0","0","42972830","26615000","4440000","108872000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000846","인천부현동초등학교","02","공립","N","","9","92","23","313","32","405","405","2","43","0","0","1","10","0","0","0","28142000","2769000","0","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000847","인천부현초등학교","02","공립","N","","6","28","25","199","31","227","128","2","39","0","0","1","36","1","0","0","53929050","14339510","11853000","115263610"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000848","인천부흥초등학교","02","공립","N","","3","49","32","676","35","725","365","2","48","0","0","1","5","0","0","0","109047000","34158380","0","42506200"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000849","인천불로초등학교","02","공립","N","","0","0","16","437","16","437","272","3","61","0","0","1","16","3","0","0","62206460","10181900","0","66300000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000850","인천산곡남초등학교","02","공립","N","","5","26","33","326","38","352","227","3","60","0","0","1","9","0","0","0","109420090","18880060","0","56700000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000851","인천산곡북초등학교","02","공립","N","","0","0","0","0","0","0","0","2","31","0","0","0","0","0","0","0","0","0","7176000","39945010"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000852","인천산곡초등학교","02","공립","N","","5","30","19","167","24","197","125","2","35","0","0","0","0","0","0","0","29825250","9083000","0","107859900"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000853","인천삼산초등학교","02","공립","N","","6","53","15","248","21","301","194","2","50","0","0","1","23","1","0","0","13726000","15900000","0","48400000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000854","인천상정초등학교","02","공립","N","","2","13","18","253","20","266","164","1","20","0","0","1","15","0","0","0","47288840","8594760","0","63856970"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000855","인천서곶초등학교","02","공립","N","","3","73","14","222","17","295","295","2","28","0","0","1","8","2","0","0","62197860","23088070","7450000","1780000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000856","인천서운초등학교","02","공립","N","","6","68","15","145","21","213","130","2","40","0","0","1","20","0","0","0","42762130","2919180","13846000","364000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000857","인천석남서초등학교","02","공립","N","","3","49","12","190","15","239","239","2","40","0","0","1","14","3","0","0","0","0","16947000","1330000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000858","인천석남초등학교","02","공립","N","","3","79","9","241","12","320","153","3","49","0","0","1","18","1","0","0","43845200","21006950","0","68400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000859","인천성지초등학교","02","공립","N","","4","49","27","158","31","207","144","2","33","0","0","1","12","1","0","0","37293600","5981430","8354000","42776000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000860","인천소양초등학교","02","공립","N","","6","59","23","236","29","295","169","2","44","0","0","1","16","0","0","0","17063220","2901540","21600000","2400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000862","인천신대초등학교","02","공립","N","","4","60","13","333","17","393","280","2","48","0","0","1","7","0","0","0","82288470","3031590","5980000","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000863","인천신석초등학교","02","공립","N","","5","37","16","175","21","212","140","2","26","0","0","0","0","0","0","0","2836750","3489000","0","20000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000864","인천신촌초등학교","02","공립","N","","2","59","10","201","12","260","260","2","34","0","0","1","62","2","0","0","56781450","12098370","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000865","인천신현북초등학교","02","공립","N","","3","67","10","232","13","299","224","2","45","0","0","1","18","1","0","0","16692250","6032500","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000867","인천신현초등학교","02","공립","N","","3","26","7","87","10","113","74","2","32","0","0","1","22","1","0","0","9481720","10114930","5659500","1168500"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000868","인천심곡초등학교","02","공립","N","","4","32","9","117","13","149","97","2","33","0","0","0","0","0","0","0","32730290","10587250","0","40000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000869","인천십정초등학교","02","공립","N","","8","73","20","139","28","212","125","2","39","0","0","1","26","0","0","0","24943000","18573650","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000870","인천안남초등학교","02","공립","N","","14","166","14","104","28","270","146","2","28","0","0","1","13","1","0","0","55867840","25006720","0","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000871","인천안산초등학교","02","공립","N","","2","55","12","162","14","217","122","2","24","0","0","1","8","0","0","0","18332050","18250350","5168000","48400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000872","인천양지초등학교","02","공립","N","","8","89","16","177","24","266","266","2","39","0","0","1","23","0","0","0","53286060","19764820","2126000","48000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000874","인천용마초등학교","02","공립","N","","10","72","25","337","35","409","234","3","66","0","0","0","0","0","0","0","18369350","3217900","12431000","60000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000875","인천일신초등학교","02","공립","N","","1","34","9","226","10","260","174","2","32","0","0","1","32","1","0","0","49905380","10401910","12082000","133128210"
